Project_ID,loc,category,apiName,contextInfo,severity
ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre/_code_subset/Assets/VRTK/Examples/ExampleResources/Scripts/VRTK_ControllerPointerEvents_ListenerExample.cs:9:22:9:26,Callback Definition,Start,Class: VRTK_ControllerPointerEvents_ListenerExample,info
ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre/_code_subset/Assets/VRTK/Examples/ExampleResources/Scripts/VRTK_ControllerEvents_ListenerExample.cs:46:22:46:29,Callback Definition,OnEnable,Class: VRTK_ControllerEvents_ListenerExample,info
ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre/_code_subset/Assets/VRTK/Examples/ExampleResources/Scripts/VRTK_ControllerEvents_ListenerExample.cs:106:22:106:30,Callback Definition,OnDisable,Class: VRTK_ControllerEvents_ListenerExample,info
ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre/_code_subset/Assets/VRTK/Examples/ExampleResources/Scripts/VRTK_ControllerEvents_ListenerExample.cs:161:22:161:31,Callback Definition,LateUpdate,Class: VRTK_ControllerEvents_ListenerExample,info
ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre/_code_subset/Assets/VRTK/Examples/ExampleResources/Scripts/VRTK_ControllerUIPointerEvents_ListenerExample.cs:9:22:9:26,Callback Definition,Start,Class: VRTK_ControllerUIPointerEvents_ListenerExample,info
ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre/_code_subset/Assets/VRTK/Examples/ExampleResources/Scripts/VRTK_RoomExtender_ControllerExample.cs:11:22:11:26,Callback Definition,Start,Class: VRTK_RoomExtender_ControllerExample,info
ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre/_code_subset/Assets/VRTK/Examples/ExampleResources/Scripts/Whirlygig.cs:22:24:22:28,Callback Definition,Start,Class: Whirlygig,info
ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre/_code_subset/Assets/VRTK/Examples/ExampleResources/Scripts/Whirlygig.cs:27:33:27:38,Callback Definition,Update,Class: Whirlygig,info
ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre/_code_subset/Assets/VRTK/Examples/ExampleResources/Scripts/Zipline.cs:26:33:26:37,Callback Definition,Awake,Class: Zipline,info
ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre/_code_subset/Assets/VRTK/Examples/ExampleResources/Scripts/Zipline.cs:32:33:32:38,Callback Definition,Update,Class: Zipline,info
ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre/_code_subset/Assets/VRTK/Prefabs/Internal/Scripts/VRTK_ConsoleViewer.cs:63:32:63:36,Callback Definition,Awake,Class: VRTK_ConsoleViewer,info
ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre/_code_subset/Assets/VRTK/Prefabs/Internal/Scripts/VRTK_ConsoleViewer.cs:81:32:81:39,Callback Definition,OnEnable,Class: VRTK_ConsoleViewer,info
ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre/_code_subset/Assets/VRTK/Prefabs/Internal/Scripts/VRTK_ConsoleViewer.cs:86:32:86:40,Callback Definition,OnDisable,Class: VRTK_ConsoleViewer,info
ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre/_code_subset/Assets/VRTK/Prefabs/Internal/Scripts/VRTK_AvatarHandController.cs:223:32:223:39,Callback Definition,OnEnable,Class: VRTK_AvatarHandController,info
ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre/_code_subset/Assets/VRTK/Prefabs/Internal/Scripts/VRTK_AvatarHandController.cs:235:32:235:40,Callback Definition,OnDisable,Class: VRTK_AvatarHandController,info
ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre/_code_subset/Assets/VRTK/Prefabs/Internal/Scripts/VRTK_AvatarHandController.cs:248:32:248:37,Callback Definition,Update,Class: VRTK_AvatarHandController,info
ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre/_code_subset/Assets/VRTK/Prefabs/Internal/Scripts/VRTK_ControllerRigidbodyActivator.cs:62:32:62:45,Callback Definition,OnTriggerEnter,Class: VRTK_ControllerRigidbodyActivator,info
ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre/_code_subset/Assets/VRTK/Prefabs/Internal/Scripts/VRTK_ControllerRigidbodyActivator.cs:67:32:67:44,Callback Definition,OnTriggerExit,Class: VRTK_ControllerRigidbodyActivator,info
ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre/_code_subset/Assets/VRTK/Prefabs/Internal/Scripts/VRTK_DesktopCamera.cs:37:32:37:39,Callback Definition,OnEnable,Class: VRTK_DesktopCamera,info
ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre/_code_subset/Assets/VRTK/Prefabs/Internal/Scripts/VRTK_DesktopCamera.cs:68:32:68:40,Callback Definition,OnDisable,Class: VRTK_DesktopCamera,info
ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre/_code_subset/Assets/VRTK/Prefabs/Internal/Scripts/VRTK_ControllerTooltips.cs:204:32:204:36,Callback Definition,Awake,Class: VRTK_ControllerTooltips,info
ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre/_code_subset/Assets/VRTK/Prefabs/Internal/Scripts/VRTK_ControllerTooltips.cs:210:32:210:39,Callback Definition,OnEnable,Class: VRTK_ControllerTooltips,info
ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre/_code_subset/Assets/VRTK/Prefabs/Internal/Scripts/VRTK_ControllerTooltips.cs:218:32:218:40,Callback Definition,OnDisable,Class: VRTK_ControllerTooltips,info
ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre/_code_subset/Assets/VRTK/Prefabs/Internal/Scripts/VRTK_ControllerTooltips.cs:239:32:239:40,Callback Definition,OnDestroy,Class: VRTK_ControllerTooltips,info
ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre/_code_subset/Assets/VRTK/Prefabs/Internal/Scripts/VRTK_DestinationPoint.cs:153:32:153:36,Callback Definition,Awake,Class: VRTK_DestinationPoint,info
ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre/_code_subset/Assets/VRTK/Prefabs/Internal/Scripts/VRTK_DestinationPoint.cs:158:33:158:40,Callback Definition,OnEnable,Class: VRTK_DestinationPoint,info
ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre/_code_subset/Assets/VRTK/Prefabs/Internal/Scripts/VRTK_DestinationPoint.cs:171:33:171:41,Callback Definition,OnDisable,Class: VRTK_DestinationPoint,info
ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre/_code_subset/Assets/VRTK/Prefabs/Internal/Scripts/VRTK_DestinationPoint.cs:191:32:191:40,Callback Definition,OnDestroy,Class: VRTK_DestinationPoint,info
ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre/_code_subset/Assets/VRTK/Prefabs/Internal/Scripts/VRTK_DestinationPoint.cs:196:32:196:37,Callback Definition,Update,Class: VRTK_DestinationPoint,info
ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre/_code_subset/Assets/VRTK/Prefabs/Internal/Scripts/VRTK_DestinationPoint.cs:233:13:233:49,Yield Expression,yield return,Type: <unknown type>,info
ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre/_code_subset/Assets/VRTK/Prefabs/Internal/Scripts/VRTK_AvatarHandController.cs:771:17:771:34,Yield Expression,yield return,Type: null,info
ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre/_code_subset/Assets/VRTK/Prefabs/Internal/Scripts/VRTK_FramesPerSecondViewer.cs:43:32:43:39,Callback Definition,OnEnable,Class: VRTK_FramesPerSecondViewer,info
ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre/_code_subset/Assets/VRTK/Prefabs/Internal/Scripts/VRTK_FramesPerSecondViewer.cs:53:32:53:40,Callback Definition,OnDisable,Class: VRTK_FramesPerSecondViewer,info
ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre/_code_subset/Assets/VRTK/Prefabs/Internal/Scripts/VRTK_FramesPerSecondViewer.cs:61:32:61:37,Callback Definition,Update,Class: VRTK_FramesPerSecondViewer,info
ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre/_code_subset/Assets/VRTK/Prefabs/Internal/Scripts/VRTK_IndependentRadialMenuController.cs:138:33:138:37,Callback Definition,Awake,Class: VRTK_IndependentRadialMenuController,info
ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre/_code_subset/Assets/VRTK/Prefabs/Internal/Scripts/VRTK_IndependentRadialMenuController.cs:144:32:144:36,Callback Definition,Start,Class: VRTK_IndependentRadialMenuController,info
ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre/_code_subset/Assets/VRTK/Prefabs/Internal/Scripts/VRTK_IndependentRadialMenuController.cs:149:33:149:40,Callback Definition,OnEnable,Class: VRTK_IndependentRadialMenuController,info
ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre/_code_subset/Assets/VRTK/Prefabs/Internal/Scripts/VRTK_IndependentRadialMenuController.cs:166:33:166:41,Callback Definition,OnDisable,Class: VRTK_IndependentRadialMenuController,info
ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre/_code_subset/Assets/VRTK/Prefabs/Internal/Scripts/VRTK_IndependentRadialMenuController.cs:179:32:179:40,Callback Definition,OnDestroy,Class: VRTK_IndependentRadialMenuController,info
ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre/_code_subset/Assets/VRTK/Prefabs/Internal/Scripts/VRTK_IndependentRadialMenuController.cs:184:32:184:37,Callback Definition,Update,Class: VRTK_IndependentRadialMenuController,info
ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre/_code_subset/Assets/VRTK/Prefabs/Internal/Scripts/VRTK_IndependentRadialMenuController.cs:213:32:213:42,Callback Definition,FixedUpdate,Class: VRTK_IndependentRadialMenuController,info
ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre/_code_subset/Assets/VRTK/Prefabs/Internal/Scripts/VRTK_ObjectTooltip.cs:112:32:112:36,Callback Definition,Awake,Class: VRTK_ObjectTooltip,info
ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre/_code_subset/Assets/VRTK/Prefabs/Internal/Scripts/VRTK_ObjectTooltip.cs:117:32:117:39,Callback Definition,OnEnable,Class: VRTK_ObjectTooltip,info
ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre/_code_subset/Assets/VRTK/Prefabs/Internal/Scripts/VRTK_ObjectTooltip.cs:123:32:123:40,Callback Definition,OnDestroy,Class: VRTK_ObjectTooltip,info
ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre/_code_subset/Assets/VRTK/Prefabs/Internal/Scripts/VRTK_ObjectTooltip.cs:128:32:128:37,Callback Definition,Update,Class: VRTK_ObjectTooltip,info
ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre/_code_subset/Assets/VRTK/Prefabs/Internal/Scripts/VRTK_IndependentRadialMenuController.cs:372:13:372:51,Yield Expression,yield return,Type: <unknown type>,info
ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre/_code_subset/Assets/VRTK/Prefabs/Internal/Scripts/VRTK_PanelMenuController.cs:122:32:122:36,Callback Definition,Awake,Class: VRTK_PanelMenuController,info
ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre/_code_subset/Assets/VRTK/Prefabs/Internal/Scripts/VRTK_PanelMenuController.cs:128:32:128:36,Callback Definition,Start,Class: VRTK_PanelMenuController,info
ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre/_code_subset/Assets/VRTK/Prefabs/Internal/Scripts/VRTK_PanelMenuController.cs:147:32:147:40,Callback Definition,OnDestroy,Class: VRTK_PanelMenuController,info
ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre/_code_subset/Assets/VRTK/Prefabs/Internal/Scripts/VRTK_PanelMenuController.cs:152:32:152:37,Callback Definition,Update,Class: VRTK_PanelMenuController,info
ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre/_code_subset/Assets/VRTK/Prefabs/Internal/Scripts/VRTK_PanelMenuController.cs:269:17:269:34,Yield Expression,yield return,Type: Object,info
ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre/_code_subset/Assets/VRTK/Prefabs/Internal/Scripts/VRTK_PointerDirectionIndicator.cs:129:32:129:36,Callback Definition,Awake,Class: VRTK_PointerDirectionIndicator,info
ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre/_code_subset/Assets/VRTK/Prefabs/Internal/Scripts/VRTK_PointerDirectionIndicator.cs:136:32:136:37,Callback Definition,Update,Class: VRTK_PointerDirectionIndicator,info
ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre/_code_subset/Assets/VRTK/Prefabs/Internal/Scripts/VRTK_RadialMenu.cs:313:32:313:36,Callback Definition,Awake,Class: VRTK_RadialMenu,info
ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre/_code_subset/Assets/VRTK/Prefabs/Internal/Scripts/VRTK_RadialMenu.cs:328:32:328:37,Callback Definition,Update,Class: VRTK_RadialMenu,info
ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre/_code_subset/Assets/VRTK/Prefabs/Internal/Scripts/VRTK_RadialMenuController.cs:27:32:27:36,Callback Definition,Awake,Class: VRTK_RadialMenuController,info
ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre/_code_subset/Assets/VRTK/Prefabs/Internal/Scripts/VRTK_RadialMenuController.cs:42:32:42:39,Callback Definition,OnEnable,Class: VRTK_RadialMenuController,info
ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre/_code_subset/Assets/VRTK/Prefabs/Internal/Scripts/VRTK_RadialMenuController.cs:61:32:61:40,Callback Definition,OnDisable,Class: VRTK_RadialMenuController,info
ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre/_code_subset/Assets/VRTK/Prefabs/Internal/Scripts/VRTK_RadialMenu.cs:424:17:424:34,Yield Expression,yield return,Type: Object,info
ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre/_code_subset/Assets/VRTK/Prefabs/Internal/SubPrefabs/RadialMenuButton/UICircle.cs:45:32:45:37,Callback Definition,Update,Class: UICircle,info
ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre/_code_subset/Assets/VRTK/Prefabs/Internal/Scripts/VRTK_SnapDropZone.cs:319:32:319:36,Callback Definition,Awake,Class: VRTK_SnapDropZone,info
ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre/_code_subset/Assets/VRTK/Prefabs/Internal/Scripts/VRTK_SnapDropZone.cs:327:32:327:48,Callback Definition,OnApplicationQuit,Class: VRTK_SnapDropZone,info
ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre/_code_subset/Assets/VRTK/Prefabs/Internal/Scripts/VRTK_SnapDropZone.cs:335:32:335:39,Callback Definition,OnEnable,Class: VRTK_SnapDropZone,info
ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre/_code_subset/Assets/VRTK/Prefabs/Internal/Scripts/VRTK_SnapDropZone.cs:360:32:360:40,Callback Definition,OnDisable,Class: VRTK_SnapDropZone,info
ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre,E:/1_my_project/dataset/vulnerability_dataset/CWE-465/Null Pointer/ExtendRealityLtd_VRTK_f70d9a250524fc0d0a389659774a85d4e02486ef_pre/_code_subset/Assets/VRTK/Prefabs/Internal/Scripts/VRTK_SnapDropZone.cs:382:32:382:37,Callback Definition,Update,Class: VRTK_SnapDropZone,info
