project,CWE_id,commit_hash,commit_message,commit_date,files_changed,code_diff_summary
leapmotion_Paint,CWE-429,c124b0853f74d5e9e1756783295c3afeb8e10812,"Rename old 'Controllers' to 'Handlers', minor file arrangements",,45,"共 204 处添加, 196 处删除. 示例: 删除: fileFormatVersion: 2; 删除: guid: 339efd194a10d9a4395c7715de119b20; 删除: folderAsset: yes"
leapmotion_Paint,CWE-355,e202d564ec2b28ce317a1558379ba903618c8245,Added tooltip to the panel graphic for resolution,,1,"共 7 处添加, 1 处删除. 示例: 删除: EditorGUI.LabelField(rect, ""Resolution"");; 添加: GUIContent resolutionContent = new GUIContent(""Resolution"");; 添加: if(mainType == LeapPanelGraphic.ResolutionType.Vertices) {"
leapmotion_Paint,CWE-133,3ac32b80afd99ea8c0a948b0ddf86192b964e2b3,Adding a string overload of SetRuntimeTing,,2,"共 29 处添加, 2 处删除. 示例: 删除: }; 删除: finally {; 添加: } finally {"
leapmotion_Paint,CWE-355,860460e8233331866459c3d6c760d9a0f42f4853,Added progress bar propper to everything,,2,"共 247 处添加, 202 处删除. 示例: 删除: ﻿using System.Collections;; 删除: using System.Collections.Generic;; 删除: using UnityEngine;"
leapmotion_Paint,CWE-136,0e018f4bdbf6750001b77717e4f90d16b1df48fa,Moved the type to core,,4,"共 1 处添加, 1 处删除. 示例: 删除: namespace Leap.Unity.GraphicalRenderer {; 添加: namespace Leap.Unity {"
leapmotion_Paint,CWE-355,8ab43c00e3be98cdb3c4fe0e084a7184364599f3,Implement Drag/Drop functionality,,1,"共 16 处添加, 0 处删除. 示例: 添加: using Leap.Unity.Query;; 添加: ; 添加: if (position.Contains(Event.current.mousePosition)) {"
leapmotion_Paint,CWE-1219,5b497469c98a5cc77e5cd428a4569e1c30ae5e40,Added extra file for gitignore,,1,"共 1 处添加, 0 处删除. 示例: 添加: *.vs"
leapmotion_Paint,CWE-411,bb96258534d4bed8bd7ece97f179868eabb7b792,"Fix grabbing bug on objects with joints

Any object with a joint will report itself as ""Position Locked""; made for some weird behavior when testing with hinged interaction behaviours/objects.

This adds an extra check to ensure that the object that joint is connecting to is kinematic.",,1,"共 3 处添加, 3 处删除. 示例: 删除: if (joint is FixedJoint) {; 添加: if (joint is FixedJoint && joint.connectedBody.isKinematic) {; 删除: if (joint is HingeJoint) {"
leapmotion_Paint,CWE-355,2297433ad78baa82dfc88c2822811612e61957e6,got the generation working :thumbsup:,,6,"共 224 处添加, 22 处删除. 示例: 添加: using NUnit.Framework;; 删除: public static class BitConverterNonAlloc {; 添加: public class BitConverterNonAlloc {"
leapmotion_Paint,CWE-557,f37c383339e09642362fedebfc8d5766d355a945,Added switch to enable pooling,,1,"共 3 处添加, 0 处删除. 示例: 添加: //Enable pooling to reduce overhead of images; 添加: LeapInternal.MemoryManager.EnablePooling = true;; 添加: "
leapmotion_Paint,CWE-411,15321520d3ea64ee1f8c997ee4c38089ca276f51,Switched to temporary locked queue implementation,,1,"共 14 处添加, 7 处删除. 示例: 添加: using System.Collections.Generic;; 删除: protected ProduceConsumeBuffer<Image> _imageQueue = new ProduceConsumeBuffer<Image>(32);; 添加: protected Queue<Image> _imageQueue = new Q"
leapmotion_Paint,CWE-136,adfba9be05541d614728e6be2e38d4696dcc1ca7,Fix ArgumentOutOfRange when no transform history exists yet,,1,"共 12 处添加, 1 处删除. 示例: 删除: return history.GetLatest();; 添加: ; 添加: if (history.Length > 0) {"
leapmotion_Paint,CWE-355,de4ed380dbd3df7c6e3700b4cd4dba153b01ccf2,Added the OnDeviceSafe,,1,"共 24 处添加, 0 处删除. 示例: 添加: private Action<Device> _onDeviceSafe;; 添加: /// <summary>; 添加: /// A utility event to get a callback whenever a new device is connected to the service."
leapmotion_Paint,CWE-569,e2c078f78de71c4a4c51af1dd629da70ba747f5a,Removed extra commented out code,,1,"共 0 处添加, 10 处删除. 示例: 删除: ; 删除: //_untransformedEditTimeFrame.Hands.Add(TestHandFactory.MakeTestHand(isLeft: true, pose: editTimePose));; 删除: //_untransformedEditTimeFrame.Hands.Add(TestHandFactory.Mak"
leapmotion_Paint,CWE-1219,5313021591e9f2dc4e4537d9f69586fd2aa4998b,Deleted recordings folder,,1,"共 0 处添加, 10 处删除. 示例: 删除: fileFormatVersion: 2; 删除: guid: 11c9edb86ffe9934baf9481c59bbb959; 删除: folderAsset: yes"
leapmotion_Paint,CWE-19,1aaeefdef521aac5944a37ded8e155c128928352,Moved recorded leap data to another component/gameobject,,4,"共 41 处添加, 4 处删除. 示例: 删除: public List<Frame> leapData;; 添加: public RecordedLeapData leapData;; 删除: if (leapData.Count > 0) {"
leapmotion_Paint,CWE-1219,8056a8321bc8121d0a85eef84c3c66ba24f9248b,LeapPaint v6 folder organization,,494,"共 2157 处添加, 950 处删除. 示例: 添加: [SerializeField]; 添加: private LeapProvider _provider;; 添加: public LeapProvider provider {"
leapmotion_Paint,CWE-355,b6c4c6e162255ba7eab9a7f79ddbadac4968eb12,"Add UconAnalysis, ""hook"" up UI with UconChannels",,35,"共 21432 处添加, 6591 处删除. 示例: 添加: ﻿using System.Collections;; 添加: using System.Collections.Generic;; 添加: using UnityEngine;"
leapmotion_Paint,CWE-387,16f2c01f4ba2d4ca093b4a41176d258623114009,move ignore upward,,1,"共 3 处添加, 2 处删除. 示例: 添加: Assets/Editor/PanicButton/reloader.cs; 添加: ; 删除: *_ElementData*"
leapmotion_Paint,CWE-1219,930bb8d67007db5989ad35c14534a9d3fd675e07,Moved it back to one intelligent file,,3,"共 48 处添加, 44 处删除. 示例: 删除: target.BuildPlaybackPrefab(new ProgressBar());; 添加: EditorApplication.delayCall += () => {; 添加: target.BuildPlaybackPrefab(new ProgressBar());"
leapmotion_Paint,CWE-1225,f3eb2c876565ae788bca87d5ae971bcc9b5fc15e,Add straggler 2017.1 XR Support,,4,"共 50 处添加, 1 处删除. 示例: 添加: #if UNITY_2017_2_OR_NEWER; 添加: #else; 添加: using UnityEngine.VR;"
leapmotion_Paint,CWE-1219,78b1949cc6cb61000696c0ab20c7978125787c79,Fix a couple files,,2,"共 5 处添加, 23 处删除. 示例: 删除: #if UNITY_2017_2_OR_NEWER; 删除: using UnityEngine.XR;; 删除: #else"
leapmotion_Paint,CWE-1219,6b5453cbc5126d16bbcf1ceef09488fc4ac3195c,Remove unnecessary meta file,,2,"共 1 处添加, 11 处删除. 示例: 删除: //  56257162-ea3e-44c9-94fc-c10813a3eb75 636547780858123961; 添加: //  e41bf77f-aba2-4c58-aac2-3c0c8c5fcc09 636548446737219211; 删除: fileFormatVersion: 2"
leapmotion_Paint,CWE-189,c61861c90a28b279e6efd2efa983031aec92fe96,Added implicit conversion,,1,"共 4 处添加, 0 处删除. 示例: 添加: public static implicit operator Dictionary<TKey, TValue>(SerializableDictionary<TKey, TValue> serializableDictionary) {; 添加: return serializableDictionary._dictionary;; 添加: }"
leapmotion_Paint,CWE-569,de548638c282d18f66867d1d6a2a8e9013d562d2,Fix typo,,1,"共 1 处添加, 1 处删除. 示例: 删除: private static bool valudateBuildAllPackages() {; 添加: private static bool validateBuildAllPackages() {"
leapmotion_Paint,CWE-355,81772d8d1921f188a5aa26c3402b0b3c1ab128e6,Add labels to Color workstation + Set Color feedback state,,17,"共 3372 处添加, 1006 处删除. 示例: 添加: // Refresh curved space. Currently a maximum of one (1) LeapSpace is supported per; 添加: // InteractionBehaviour.; 添加: foreach (var collider in _interactionColliders) {"
leapmotion_Paint,CWE-355,f41d495c0ba69becb0d949cc6c28f541f904b928,Tiny custom editor fix for InteractionBehaviour,,1,"共 1 处添加, 2 处删除. 示例: 删除: ""graspedMovementType"",; 删除: ""graspHoldWarpingEnabled__curIgnored"");; 添加: ""graspedMovementType"");"
leapmotion_Paint,CWE-1218,3617456a1a947774815c4248ef900c6488e9e198,Make memory manager a singleton,,3,"共 12 处添加, 27 处删除. 示例: 删除: private static LeapInternal.MemoryManager _memoryManager = new LeapInternal.MemoryManager();; 删除: _pLeapAllocator.allocate = _memoryManager.Pin;; 添加: _pLeapAllocator.allocate"
leapmotion_Paint,CWE-1219,08ea9ea01a43680ca62f7c00ec1b58662e251083,Removed meta file,,1,"共 0 处添加, 8 处删除. 示例: 删除: fileFormatVersion: 2; 删除: guid: b01f1dd05ff9952459c704fff680d134; 删除: folderAsset: yes"
leapmotion_Paint,CWE-1219,4afd3c9ef4576fb1a96413280556e948dad11ccb,Deleted empty folder meta file,,1,"共 0 处添加, 8 处删除. 示例: 删除: fileFormatVersion: 2; 删除: guid: b01f1dd05ff9952459c704fff680d134; 删除: folderAsset: yes"
leapmotion_Paint,CWE-1219,614db5b7fe123d5daaab825918b3b31cd10de9ed,Moved file into the graphic renderer namespace,,1,"共 173 处添加, 180 处删除. 示例: 删除: using System;; 删除: using System.Collections.Generic;; 删除: using Leap.Unity.GraphicalRenderer;"
leapmotion_Paint,CWE-417,234ff2b8914c3086ad57da29415c20dc92de409c,"Reset ""Reconnection Attempts"" every time we successfully connect",,1,"共 15 处添加, 6 处删除. 示例: 删除: protected const int MAX_RECONNECTION_ATTEMPTS = 3;; 添加: protected const int MAX_RECONNECTION_ATTEMPTS = 10;; 添加: "
Louis-de-Lavenne-de-Choulot_ALGOSUP_2022_Project_4_F,CWE-355,72f99fe632ef9f3ea13c93f69286cb7d46126f7c,More img's added,,8,"共 4 处添加, 0 处删除. 示例: 添加: <mxfile host=""app.diagrams.net"" modified=""2022-02-23T13:06:44.628Z"" agent=""5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/5"
Louis-de-Lavenne-de-Choulot_ALGOSUP_2022_Project_4_F,CWE-1219,60b6ca29ca4e85eef5a478f4473553ea7ccd80da,Delete unuseful files and branch pulishing,,3,"共 16 处添加, 24 处删除. 示例: 删除: fileFormatVersion: 2; 删除: guid: 667171f2b159d394bb071cf431a6f8b1; 删除: NativeFormatImporter:"
Louis-de-Lavenne-de-Choulot_ALGOSUP_2022_Project_4_F,CWE-1219,94760b62e5dc4d9d38ae5ffa7fbe35956b388db7,small rework for file structure,,19,"共 1371 处添加, 0 处删除. 示例: 添加: fileFormatVersion: 2; 添加: guid: 715de75e750fd4bb488691de230ab853; 添加: folderAsset: yes"
Louis-de-Lavenne-de-Choulot_ALGOSUP_2022_Project_4_F,CWE-1219,25493cd2dba67639cac3663e575b50869ec9f9f6,remove the random .ionide folder,,1,"共 0 处添加, 0 处删除. 示例: "
Louis-de-Lavenne-de-Choulot_ALGOSUP_2022_Project_4_F,CWE-355,f58c59effc55233639316091f81d414d05428cf5,old oculus,,577,"共 15500 处添加, 32253 处删除. 示例: 删除: using Oculus.Interaction.Editor;; 添加: private const float ROW_HEIGHT = 20f;; 添加: "
M0000000N_KGA_SUPERmetaVR,CWE-355,a1e9be95dc1beb0a43f55b70c55398e0d14bffc2,prefeb : 대기실UI,,12,"共 3516 处添加, 665 处删除. 示例: 添加: [Header(""ã"")]; 添加: ; 添加: [Header(""йȣ Է"")]"
M0000000N_KGA_SUPERmetaVR,CWE-355,fad78574dc5e7c4969ebd45f927644f98de09f65,원격 브랜치 이름 변경 NoticePopupUI,,1,"共 0 处添加, 0 处删除. 示例: "
M0000000N_KGA_SUPERmetaVR,CWE-355,9eb6293d2ac1b9ca8cb4855eabe4737ff0b967e6,타이머 UI 및 남은 플레이어 수 UI,,27,"共 1094 处添加, 30 处删除. 示例: 添加: private int numberOfPlayers;; 添加: public int NumberOfPlayers { get { return numberOfPlayers; } set { numberOfPlayers = value; } }; 添加: numberOfPlayers = PhotonNetwork.Count"
M0000000N_KGA_SUPERmetaVR,CWE-355,2e16d648ffa97c92c08d054550b927db03b1e299,신 넘어갈 때 UI안보이도록 수정,,1,"共 1 处添加, 1 处删除. 示例: 删除: public class PKB_MainUIManager : SingletonBehaviour<PKB_MainUIManager>; 添加: public class PKB_MainUIManager : OnlyOneSceneSingleton<PKB_MainUIManager>"
M0000000N_KGA_SUPERmetaVR,CWE-355,c98ac3b0c126ed1585e38ac92e4e7f2f110181eb,"PaperSwan -> FlyDragon 이름 변경, FlyDragon 스폰/리스폰 시스템",,15,"共 1030 处添加, 207 处删除. 示例: 删除: if (playerData.CloverColonyData.CoolTime == """") return true;; 添加: if (playerData.CloverColonyData.CoolTime == string.Empty) return true;; 删除: public class PaperSwanTableIn"
M0000000N_KGA_SUPERmetaVR,CWE-355,4c63d3840c4452e3166047cfe5e6d79a695d6cc2,로비플레이어 & 로비캔버스 & 말하기 아이콘 UI 프리팹,,4,"共 279 处添加, 225 处删除. 示例: 删除: [SerializeField] GameObject SucessPopUI;; 添加: // [SerializeField] GameObject SucessPopUI;; 删除: [SerializeField] Button Accept;"
M0000000N_KGA_SUPERmetaVR,CWE-355,b88ae15e91515e77448de347749cc22a67fa96d6,친구 리스트 UI 연결,,3,"共 632 处添加, 50 处删除. 示例: 删除: [SerializeField] private GameObject friendListObject;; 添加: [SerializeField] private GameObject friendCanvas;; 删除: [SerializeField] private GameObject friendContent;"
M0000000N_KGA_SUPERmetaVR,CWE-355,8fc1487f507f9fd170033f7f34bde103d8e3affc,"왼손 레이케스트 길이 변경, 팝업 UI 수정 및 추가 (vr 확인 필요)",,6,"共 506 处添加, 87 处删除. 示例: 添加: [SerializeField] private GameObject popupUI;; 添加: ; 删除: gameObject.SetActive(true);"
M0000000N_KGA_SUPERmetaVR,CWE-355,0bc0bb3a155ccb3707c5d894a2d6d797a74f2c98,refresh UI 수정,,2,"共 5 处添加, 0 处删除. 示例: 添加: if (ItemManager.Instance.Inventory.gameObject.activeSelf == false); 添加: {; 添加: return;"
M0000000N_KGA_SUPERmetaVR,CWE-355,937963f796c32b9a62df3cece98a576f4574099e,친구리스트 UI 스크롤 오류 수정,,2,"共 202 处添加, 150 处删除. 示例: 删除: [SerializeField] private Transform viewportTransform;; 添加: [SerializeField] private Transform Content;; 删除: int contentCount = viewportTransform.childCount;"
M0000000N_KGA_SUPERmetaVR,CWE-355,190f0798f1d08aa0c9307d7cc1e92175b2999af8,포톤보이스 UI 교체 및 상호작용 이미지 다운로드,,86,"共 9028 处添加, 2836 处删除. 示例: 删除: using Photon.Voice.PUN;; 删除: using Photon.Voice.Unity;; 删除: using UnityEngine.Animations;"
M0000000N_KGA_SUPERmetaVR,CWE-355,37edef51dfb22568915d0a4b0149eeea75150808,"친구리스트 UI 버그 수정

첫 시작시 닫기",,1,"共 5 处添加, 0 处删除. 示例: 添加: private void Start(); 添加: {; 添加: CloseUI();"
M0000000N_KGA_SUPERmetaVR,CWE-355,44d7024c122ebe99d19a88cc81c20f49b92c200d,친구요청 UI 출력 코드 삽입,,1,"共 1 处添加, 0 处删除. 示例: 添加: friendButton.onClick.AddListener(() => { FriendManager.Instance.CheckRequest(UID,NickName)});"
M0000000N_KGA_SUPERmetaVR,CWE-355,7e69b66fe2480b003f63ef0ec4a394a2a4dd3c74,친구 UI 변경,,44,"共 16073 处添加, 4156 处删除. 示例: 删除: [SerializeField] private TextMeshProUGUI titleText;; 删除: titleText.text = StaticData.GetNotificationData(_PopupID).Title;; 删除: m_LocalScale: {x: 1, y: 1, z: 1}"
M0000000N_KGA_SUPERmetaVR,CWE-355,8d669c5ad1d6143155b6c997439ee18fd57f95e2,플라잉스타 별의답장 UI 교체,,16,"共 776 处添加, 638 处删除. 示例: 添加: [SerializeField] private Button button;; 添加: ; 添加: button.onClick.AddListener(OpenUI);"
M0000000N_KGA_SUPERmetaVR,CWE-1210,353b9c369da58f1991ea6d9b073a4c02af0e8e62,보이스컨트롤러 Debug.log 수정,,1,"共 2 处添加, 2 处删除. 示例: 删除: photonMicrophoneDeviceId: -1; 添加: photonMicrophoneDeviceId: 0; 删除: debugEchoMode: 1"
Mastergalen_Supermarket-Sim,CWE-1225,648ef8509127a74d313d6884dfddbe3e4d7ea5df,Add scanner,,5,"共 283 处添加, 45 处删除. 示例: 删除: fileFormatVersion: 2; 删除: guid: ff4598bc6f16d3141b2f13e830b4337c; 删除: folderAsset: yes"
mateo-a_holbertonschool-csharp,CWE-1219,04e0b34783546ba208805cfc3cdfd106db1869c6,remove file,,1,"共 0 处添加, 4 处删除. 示例: 删除: #!/usr/bin/env bash; 删除: mkdir 0-new_project; 删除: cd 0-new_project"
Math0424_SpaceEngineersVR,CWE-569,0142f9e8d68b5bc5100593b07e2f473ec78c415e,"Cleaned up code.
Removed torch references.
Simplified code.",,16,"共 356 处添加, 457 处删除. 示例: 添加: using VRage.Utils;; 删除: public static PersistentConfig<T> Load(IPluginLogger log, string path); 添加: public static PersistentConfig<T> Load(string path)"
Math0424_SpaceEngineersVR,CWE-1213,61033cce15786e6323867ec1bb5c672d378b849e,Force the same random state on rendering both eyes,,2,"共 26 处添加, 2 处删除. 示例: 添加: using VRage.Library.Utils;; 添加: ; 添加: public static bool FirstEye;"
MatrikMoon_TournamentAssistant,CWE-355,a2c436d3ca48559acc567fd7bfd6f2e2de2dbf4f,Added detailview to Match screen,,2,"共 23 处添加, 6 处删除. 示例: 添加: using UnityEngine.UI;; 删除: title = ""Tournament Waiting Screen"";; 添加: title = ""Match Room"";"
MatrikMoon_TournamentAssistant,CWE-1218,811d8ee5ce794b2b0ffc84e260b6239c2eb15f50,Patched up potential memory leak on invalid packets,,1,"共 7 处添加, 6 处删除. 示例: 删除: return false;; 添加: else; 添加: {"
MatrikMoon_TournamentAssistant,CWE-389,50956503c196d0d840b494b350b7f1b2a8a6c990,Bugfixes,,12,"共 46 处添加, 36 处删除. 示例: 删除: public const string Version = ""0.3.3"";; 删除: public const int VersionCode = 033;; 添加: public const string Version = ""0.3.4"";"
MatrikMoon_TournamentAssistant,CWE-417,a7b23f907adb74f0ef0ef473bda4538114a2f252,"Updated for BS 1.13.2, re-meshed network",,11,"共 16 处添加, 18 处删除. 示例: 删除: //IN-TESTING:; 删除: !x.Old).OrderByDescending(x => x._Score).Take(10); 添加: !x.Old).OrderByDescending(x => x._Score)"
MatrikMoon_TournamentAssistant,CWE-371,f670ab2bf6ed46c2551c7a7957776219948ea53a,Fix loading error when servers are in a particular unavailable state,,1,"共 2 处添加, 2 处删除. 示例: 删除: if (player.socket.Connected) player.socket.Shutdown(SocketShutdown.Both);; 删除: player.socket.Close();; 添加: if (Connected) player.socket?.Shutdown(SocketShutdown.Both);"
MatrikMoon_TournamentAssistant,CWE-569,acbc81a60a1e67712c96a38e3980b23822140815,Add a line I forgot,,1,"共 3 处添加, 1 处删除. 示例: 添加: - Make `TournamentAssistantCore-linux` executable using `chmod +x /path/to/TournamentAssistantCore-linux`.; 添加: ; 删除: - Make `TournamentAssistantCore-linux` executable using yo"
MatrikMoon_TournamentAssistant,CWE-355,37baded665d63a95af78b30410537e80a5a061fc,Fix ui project,,1,"共 1 处添加, 0 处删除. 示例: 添加: </Reference>"
MatrikMoon_TournamentAssistant,CWE-557,15e8b2cb6ef5db47164a69b6e9de4c0a83c29619,Add team selection for stream sync,,3,"共 60 处添加, 5 处删除. 示例: 删除: public User? GetUserByGuid(string guid); 添加: public User GetUserByGuid(string guid); 添加: public Team GetTeamByGuid(string guid)"
matryx_calcflow,CWE-189,570179158fdbcb385ace4c9b74390b6af2fbd113,Fixed devide by zero,,1,"共 4 处添加, 5 处删除. 示例: 删除: uint count = 0;; 添加: uint count = 1;; 删除: const uint skip = 0;"
matryx_calcflow,CWE-355,5b21a90b21adc1025cb2952b3086fc4eb8dbfdc1,More bug fixes and UI updates,,34,"共 1522 处添加, 265 处删除. 示例: 删除: m_LocalPosition: {x: -3.7939987, y: 5.617918, z: 0.16192836}; 添加: m_LocalPosition: {x: -1.0980242, y: 6.1559186, z: 1.8006586}; 删除: - {fileID: 2180264, guid: 8f586378b4e14"
matryx_calcflow,CWE-569,b1d8be9c2c4c9cf2c385126003c0746c16d52824,"Correct coordinates on three points, commented out unnecessary code with TAG",,2,"共 19 处添加, 16 处删除. 示例: 添加: /* //TAG; 添加: */; 删除: if (PlaneValid())"
MatthewSloyan_final-year-applied-project-and-minor-dissertation,CWE-199,ed1320123fdcd60c7bd02a87f0b6376cba5aabc4,Polite and neutral responses added,,1,"共 23 处添加, 0 处删除. 示例: 添加: ; 添加: ; 添加: <!-- POLITE/VALID TICKET -->"
MatthewSloyan_final-year-applied-project-and-minor-dissertation,CWE-1219,0af3262f20f7a0bc2780f5d89a23aae0cf0e930b,LFS added for large model files.,,1,"共 1 处添加, 0 处删除. 示例: 添加: *.fbx filter=lfs diff=lfs merge=lfs -text"
MatthewSloyan_final-year-applied-project-and-minor-dissertation,CWE-1213,c1c947649afeaf016938813837c786352281944d,Random Gendered NPCs generating with correct voices and animated models,,2,"共 36 处添加, 8 处删除. 示例: 删除: ; 添加: //en-US-JessaNeural; 删除: GameObject copy = Instantiate(npc1, new Vector3(5, 0, i), Quaternion.Euler(0,-90,0));"
MayouKurayami_KK_CyuVR,CWE-1219,a7b4db21132a137e6b04144391000ee6a38ac82d,git ignore Visual Studio generated files,,1,"共 9 处添加, 0 处删除. 示例: 添加: ################################################################################; 添加: # This .gitignore file was automatically created by Microsoft(R) Visual Studio.; 添加: #####"
MayouKurayami_KK_CyuVR,CWE-569,96960047cbc918405dd2a0713fbf09a18b2c127a,"Refactoring
Remove unnecessary fields and lines of code",,3,"共 15 处添加, 56 处删除. 示例: 删除: private float winHeight = 300f;; 删除: private float tangAcc = 15f;; 删除: private float toTangSpeed = 35f;"
MayouKurayami_KK_SetParentVR,CWE-411,40d08cbf6c3f5e4e7b92ad34b02227ca511232a9,"Increase/decrease excitement gauges only if not locked.
Remove unnecessary member variables",,1,"共 5 处添加, 16 处删除. 示例: 删除: guagef = hFlag.lockGugeFemale;; 删除: guagem = hFlag.lockGugeMale;; 删除: hFlag.lockGugeFemale = true;"
MayouKurayami_KK_SetParentVR,CWE-387,8140b519f34ddab428a362c0f6b15bbe73e0fe52,"Smoothes detachment of default female IK's to prevent ""flickering"" effect when moving near the threshold",,1,"共 3 处添加, 3 处删除. 示例: 删除: else if (!(limbs[i].AnchorObj) && distance > 0.2f); 添加: else if (!(limbs[i].AnchorObj) && distance > 0.15f); 删除: limbs[i].Effector.positionWeight = 0f;"
MayouKurayami_KK_SetParentVR,CWE-387,57fb6216477e751084251e8042631f7dccc7bf7e,"Refactoring: male hands sync, left/right controller determination",,1,"共 147 处添加, 110 处删除. 示例: 删除: leftController = hSprite.managerVR.objMove.transform.Find(""Controller (left)"").gameObject;; 删除: rightController = hSprite.managerVR.objMove.transform.Find(""Controller (righ"
MephestoKhaan_HandPosing,CWE-19,3bd8affba2869d586708223715a222801c32bbd8,disclosed recorder button,,2,"共 5 处添加, 6 处删除. 示例: 删除: ; 删除: ; 删除: "
MephestoKhaan_HandPosing,CWE-1219,a3743a3563b968ba81766dbca034e4bb7b28b306,moving Sample to specific folder,,93,"共 8 处添加, 0 处删除. 示例: 添加: fileFormatVersion: 2; 添加: guid: f4bcfbaa15b84b145aa9c775135c17e4; 添加: folderAsset: yes"
MephestoKhaan_HandPosing,CWE-355,ad1238605e5419f0d13e4956b66de88f878153ec,adding the initial flex interfaces,,17,"共 760 处添加, 82 处删除. 示例: 添加: public Action<GameObject> OnGrabAttemptFail { get; set; }; 添加: ; 添加: "
mgschwan_VRWorkout,CWE-199,51f846f21549dac1e8ed57a0dbdf5d33d7f57b34,Add disclaimer,,1,"共 3 处添加, 0 处删除. 示例: 添加: **DISCLAIMER: Use at your own risk! This game does not check if you bump into your surroundings. Since this is a physical workout game there is lot's of movement which bears th"
mgschwan_VRWorkout,CWE-355,2d1f86cb3186aec5a0e3240ecca65680f9dda864,Add new screenshots,,14,"共 6 处添加, 6 处删除. 示例: 删除: ![Screenshot 1](https://github.com/mgschwan/VRWorkout/blob/master/web_assets/screenshot1.jpg); 删除: ![Screenshot 3](https://github.com/mgschwan/VRWorkout/blob/master/web_assets/"
mgschwan_VRWorkout,CWE-355,ef4511b475b78c3afb7be745217e4ee7c555c7c2,Add new screenshots,,6,"共 3565 处添加, 3555 处删除. 示例: 添加: ![Screenshot new 1](https://github.com/mgschwan/VRWorkout/blob/master/web_assets/vrworkout_instructor.jpg); 添加: ![Screenshot new 2](https://github.com/mgschwan/VRWorkout/"
mgschwan_VRWorkout,CWE-355,6156b8a1e8581abd966136a77472498ce542e8af,New Logo,,3,"共 1 处添加, 1 处删除. 示例: 删除: ![Logo](https://github.com/mgschwan/VRWorkout/blob/master/web_assets/vrworkout_logo_new.jpg); 添加: ![Logo](https://github.com/mgschwan/VRWorkout/blob/master/web_assets/vrworkout"
mgschwan_VRWorkout,CWE-133,b3f92d8d7fe7d717f06ff751c624aa381524e37c,Create CNAME,,1,"共 1 处添加, 0 处删除. 示例: 添加: vrworkout.at"
mhwlng_fip-elite,CWE-1210,22103be609b32e5145646cdb4649c1b4f31c73bf,"add additional crash logging, no new functionality",,81,"共 340 处添加, 537 处删除. 示例: 添加: DispatcherUnhandledException =""AppDispatcherUnhandledException""; 添加: using System.Windows.Threading;; 添加: "
microsoft_mixed-reality-extension-unity,CWE-1219,13b80027e4128e0b6472aa589d51d2b751c4c785,ignore .orig files,,1,"共 2 处添加, 0 处删除. 示例: 添加: ; 添加: *.orig"
microsoft_mixed-reality-extension-unity,CWE-275,3396cb77cf7077016433ed62471f2e7f64b3ad9d,Report granted permissions in the user-joined message (#214),,2,"共 8 处添加, 1 处删除. 示例: 删除: if (flags.HasFlag(perm)); 添加: if ((flags & perm) != 0); 添加: using MixedRealityExtension.API;"
microsoft_mixed-reality-extension-unity,CWE-465,015289e4b900be7ee15d7fe450b623f36934233f,"Fixed a null deref when last response is null (#240)

Absent this change, some types of failures are masked by a null pointer deref",,1,"共 2 处添加, 1 处删除. 示例: 删除: if (loader.LastResponse.StatusCode == System.Net.HttpStatusCode.NotModified); 添加: if (loader.LastResponse != null; 添加: && loader.LastResponse.StatusCode == System.Net.HttpStatu"
microsoft_MixedReality-WebRTC,CWE-355,ebf59de2e46df99cf1028c398689ba80b6f21781,Add some custom Unity editor for VideoSource,,5,"共 113 处添加, 0 处删除. 示例: 添加: fileFormatVersion: 2; 添加: guid: f096824885b82e948a221c950ea92594; 添加: folderAsset: yes"
microsoft_MixedReality-WebRTC,CWE-133,37ae53ec1450d2910b57bae9db3de972d67da938,Add missing edit field for PeerConnection property of VideoSource,,1,"共 5 处添加, 0 处删除. 示例: 添加: SerializedProperty peerConnection;; 添加: ; 添加: peerConnection = serializedObject.FindProperty(""PeerConnection"");"
microsoft_MixedReality-WebRTC,CWE-1219,1b133ead067b851e1050a4367ed1c8e37f8c38bf,Ignore NuGet packages/ restore folder,,1,"共 7 处添加, 0 处删除. 示例: 添加: # NuGet packages; 添加: /packages; 添加: "
microsoft_MixedReality-WebRTC,CWE-1215,6e75957eaca98cc0d0a9f2f91019dcf5c6b14dc7,"Add codec parameter override to SDP filtering (#60)

Allow the caller to specify a semicolon-separated list of key=value
pairs of codec arguments passed directly to the preferred codec during
SDP filtering, to configure it.

This is a low-level interface for advanced use only, will no validation
checks whatsoever.",,6,"共 166 处添加, 49 处删除. 示例: 添加: /// Codec arguments for SDP filtering, to allow selecting a preferred codec and; 添加: /// overriding some of its parameters.; 添加: struct SdpFilter {"
microsoft_MixedReality-WebRTC,CWE-1218,606ab1087774c3d7a56375caea3a11b155740e07,Fix bug in I420VideoFrameStorage.Buffer,,1,"共 1 处添加, 1 处删除. 示例: 删除: if (capacity > (ulong)Buffer.LongLength); 添加: if ((Buffer == null) || (capacity > (ulong)Buffer.LongLength))"
